Ngày đăng,Loại hình,Diện tích (m²),Giá (tỷ),Giấy tờ pháp lý,Số phòng ngủ,Số phòng vệ sinh,Tình trạng nội thất,Link
24/10/2025,"Shophouse, nhà phố thương mại tại The Ninety Complex",63.0,8.3,Hợp đồng mua bán,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-lang-phuong-thinh-quang-prj-the-ninety-complex/can-san-tang-1-90-lang-pr44369287
28/10/2025,"Shophouse, nhà phố thương mại tại The Ninety Complex",70.1,13.5,Hợp đồng mua bán,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-lang-phuong-thinh-quang-prj-the-ninety-complex/doc-quyen-13-can-dong-tien-on-dinh-khai-thac-len-den-120tr-thang-giua-trung-tam-nga-tu-so-pr44400898
25/10/2025,"Shophouse, nhà phố thương mại tại The Ninety Complex",61.7,7.7,Hợp đồng mua bán,6,6,Bàn giao thô,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-lang-phuong-thinh-quang-prj-the-ninety-complex/hot-doc-quyen-ban-13-can-san-dich-vu-90-lang-pr44375456
28/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị Geleximco - Lê Trọng Tấn",120.0,35.0,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/cat-lo-sh-mat-ha-dong-120m2-xay-6-g-mat-tien-6m-pr42594238
17/10/2025,"Shophouse, nhà phố thương mại tại La Casta Văn Phú",37.78,0.12,Sổ đỏ/ Sổ hồng,6,1,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-trong-tan-phuong-phu-la-prj-la-casta-van-phu/-chan-de-chung-cu-so-huu-lau-dai-cho-thue-on-dinh-37-78-m2-hot-hang-hiem-tai-ha-dong-pr42918640
22/10/2025,"Shophouse, nhà phố thương mại tại La Casta Văn Phú",86.0,20.0,Sổ đỏ,5,5,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-trong-tan-phuong-phu-la-prj-la-casta-van-phu/ban-mat-20m-co-thang-may-kinh-doanh-sam-uat-lh-pr43924862
16/10/2025,"Shophouse, nhà phố thương mại tại Geleximco Lê Trọng Tấn - Hoài Đức",186.0,62.0,Sổ đỏ/ Sổ hồng,7,7,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-le-trong-tan-xa-an-khanh-4-prj-geleximco-le-trong-tan-hoai-duc/chinh-chu-ban-gap-mat-geximco-186m2-8t-mt-8m-thang-may-gia-re-62-ty-ctl-pr42422846
24/10/2025,"Shophouse, nhà phố thương mại tại Hà Đô Charm Villas",200.0,36.0,Hợp đồng mua bán,6,6,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-lien-khu-8-xa-an-thuong-1-prj-ha-do-charm-villas/shopvillas-2-mat-tien-200m2-can-ban-36-ty-mat-8-via-he-rong-10m-pr44366296
23/10/2025,"Shophouse, nhà phố thương mại tại Khai Sơn City",90.0,25.0,Sổ đỏ/ Sổ hồng,4,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-son-phuong-ngoc-thuy-prj-khai-son-city/ban-cat-lo-gap-100m2-huong-dong-nam-sieu-hiem-lh-pr40239766
27/10/2025,"Shophouse, nhà phố thương mại tại The Sapphire 1 - Vinhomes Ocean Park",75.0,11.5,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/ban-nhanh-can-shop-chan-de-so-do-lau-dai-pr44380606
26/10/2025,"Shophouse, nhà phố thương mại tại The Sapphire 1 - Vinhomes Ocean Park",78.0,12.99,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/ban-shop-chan-de-1-san-pham-hiem-dong-tien-khung-pr44380594
26/10/2025,"Shophouse, nhà phố thương mại tại The Sapphire 1 - Vinhomes Ocean Park",65.0,11.7,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/duy-nhat-shop-chan-de-can-goc-mat-sanh-mat-lon-so-do-lau-dai-pr44380617
22/10/2025,"Shophouse, nhà phố thương mại tại The Sapphire 1 - Vinhomes Ocean Park",75.0,12.65,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-da-ton-prj-the-sapphire-1-vinhomes-ocean-park/hang-hiem-shop-chan-de-mat-sanh-goc-mat-sanh-dong-tien-75tr-thang-pr44347883
30/10/2025,"Shophouse, nhà phố thương mại tại The London - Vinhomes Ocean Park",48.0,6.8,Hợp đồng mua bán,1,1,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-duong-xa-prj-the-london-vinhomes-ocean-park/can-vip-cua-sanh-47m2-gia-6-8-ty-cho-thue-35-trieu-thang-pr44415188
22/10/2025,"Shophouse, nhà phố thương mại tại The London - Vinhomes Ocean Park",43.2,9.0,Hợp đồng mua bán,1,1,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-duong-xa-prj-the-london-vinhomes-ocean-park/mo-ban-quy-can-so-lau-dai-3-1-can-sat-sanh-cho-thue-43tr-pr43882969
26/10/2025,"Shophouse, nhà phố thương mại tại The London - Vinhomes Ocean Park",48.0,6.0,Hợp đồng mua bán,1,1,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-duong-xa-prj-the-london-vinhomes-ocean-park/sieu-pham-3-can-sat-cua-sanh-noi-khu-sieu-vip-pr43882884
22/10/2025,"Shophouse, nhà phố thương mại tại The Pavilion - Vinhomes Ocean Park",79.0,16.5,Hợp đồng mua bán,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-duong-xa-prj-the-pavilion-vinhomes-ocean-park/ban-can-shop-khoi-de-toa-pavilon-2-pr44075539
25/10/2025,"Shophouse, nhà phố thương mại tại The Pavilion - Vinhomes Ocean Park",78.3,16.5,Khác,1,1,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-duong-xa-prj-the-pavilion-vinhomes-ocean-park/ban-shop-chan-de-can-goc-mat-sanh-mat-1-pr44371180
27/10/2025,"Shophouse, nhà phố thương mại tại The Pavilion - Vinhomes Ocean Park",47.0,6.2,Hợp đồng mua bán,1,1,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ly-thanh-tong-xa-duong-xa-prj-the-pavilion-vinhomes-ocean-park/ban-shop-chan-de-noi-khu-gia-cuc-tot-1-pr44384798
16/10/2025,"Shophouse, nhà phố thương mại tại Times City",60.0,0.2,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-minh-khai-phuong-vinh-tuy-prj-times-city/5-suat-ngoai-giao-vip-vinhomes-60m2-77m2-2-mat-tien-kinh-doanh-sam-uat-mua-la-thang-pr44197935
25/10/2025,"Shophouse, nhà phố thương mại tại Times City",70.0,42.8,Hợp đồng mua bán,6,4,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-minh-khai-phuong-vinh-tuy-prj-times-city/ban-can-the-boutique-6-tang-70m2-34-5-ty-thang-may-pr42178046
06/10/2025,"Shophouse, nhà phố thương mại tại Times City",155.0,0.07,Sổ đỏ/ Sổ hồng,6,1,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-minh-khai-phuong-vinh-tuy-prj-times-city/cap-nhat-t06-2023-chan-de-dang-ban-tai-vinhomes-lien-he-0979-271-525-pr37540062
16/10/2025,"Shophouse, nhà phố thương mại tại Times City",76.0,0.2,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-minh-khai-phuong-vinh-tuy-prj-times-city/vinhomes-mo-ban-time-hub-trong-to-hop-time-tu-45m2-160m2-qua-hot-mua-duoc-la-thang-pr44198147
26/10/2025,"Shophouse, nhà phố thương mại tại Times City",45.0,3.1,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-minh-khai-phuong-vinh-tuy-prj-times-city/vinhomes-mo-ban-vip-nhat-time-tang-1-2-3-4-5-dien-tich-45-160m2-2-mat-tien-vinhomes-pr44197851
21/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,26.9,Sổ đỏ,5,5,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/-75m2-cam-ket-gia-that-can-that-pr42201844
27/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",99.0,40.5,Sổ đỏ/ Sổ hồng,6,5,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/ban-99m-tai-du-an-nguyen-xien-ha-noi-pr44388350
27/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,26.5,Sổ đỏ/ Sổ hồng,5,4,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/ban-can-75m2-mat-cong-vien-sieu-dep-pr41112574
13/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",120.0,0.37,Sổ đỏ/ Sổ hồng,5,4,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/ban-can-goc-120m2-tai-dong-tien-720tr-nam-pr44268330
27/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",130.0,45.0,Sổ đỏ/ Sổ hồng,6,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/ban-nhanh-can-goc-130m2-dang-cho-thue-60tr-thang-pr42993281
27/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,27.0,Sổ đỏ,6,6,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/ban-quy-can-75m2-99m2-130m2-va-250m2-gia-tot-nhat-du-an-pr38367867
24/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,29.0,Sổ đỏ/ Sổ hồng,5,4,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/can-ban-75m-view-cong-vien-ngon-tay-gia-29-ty-pr43874027
24/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,31.0,Sổ đỏ/ Sổ hồng,5,4,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/can-ban-mat-di-bo-can-cuoi-cung-gia-tot-nhat-du-an-chi-29-ty-da-bao-gom-5-ra-so-pr41281763
30/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,31.0,Sổ đỏ/ Sổ hồng,5,4,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/can-ban-mat-lo-hoang-vi-tri-trung-tam-gia-32-ty-pr43942194
17/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,27.0,Sổ đỏ,5,4,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/chinh-chu-ban-2-mat-tien-vi-tri-dep-view-cong-vien-thoang-so-do-full-noi-that-pr38076543
23/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,29.0,Sổ đỏ/ Sổ hồng,5,4,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/chinh-chu-ban-cat-lo-can-view-cong-vien-2-mat-tien-chia-khoa-trao-tay-gia-tot-pr36317306
28/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,25.0,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/chinh-chu-ban-gap-can-75m2-view-cv-cuc-dep-gia-23-5-ty-lh-pr38305822
17/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",120.0,40.0,Sổ đỏ/ Sổ hồng,7,6,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/chinh-chu-can-ban-gap-can-2-mat-tien-full-noi-that-thanh-khoan-gap-gia-tot-pr36982201
21/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",99.0,34.0,Sổ đỏ/ Sổ hồng,5,4,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-phuong-dai-kim-prj-the-manor-central-park/tong-hop-cac-can-shop-99m2-can-goc-dau-hoi-118-130m2-re-nhat-trong-thang-6-2024-pr40202858
30/10/2025,"Shophouse, nhà phố thương mại tại đường Nghiêm Xuân Yêm",75.0,27.0,Sổ đỏ,4,6,Khác,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nghiem-xuan-yem-xa-thanh-liet/ban-lo-can-gd2-vi-tri-dep-gan-cong-vien-va-di-bo-pr37062410
22/10/2025,"Shophouse, nhà phố thương mại tại Anland LakeView",165.0,0.09,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-thi-nham-phuong-duong-noi-prj-anland-lakeview/ban-2-can-goc-chan-de-toa-lake-view-mat-le-quang-dao-sd-lau-dai-pr39150447
20/10/2025,"Shophouse, nhà phố thương mại tại Anland LakeView",165.0,0.09,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-thi-nham-phuong-duong-noi-prj-anland-lakeview/ban-toa-lake-vew-nam-cuong-ha-dong-165m2-so-lau-dai-co-dong-tien-pr43621590
29/10/2025,"Shophouse, nhà phố thương mại tại Anland LakeView",110.0,14.3,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-thi-nham-phuong-duong-noi-prj-anland-lakeview/can-ban-gap-110m2-can-goc-gia-14-3-ty-lake-view-kdt-noi-pr44264838
29/10/2025,"Shophouse, nhà phố thương mại tại East Center",84.0,18.5,Sổ đỏ/ Sổ hồng,5,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-xuan-quang-thi-tran-trau-quy-prj-east-center/-song-hong-cach-chung-cu-1-buoc-chan-dt-84m2-mt-6m-gia-17-5-ty-lh-pr40706864
24/10/2025,"Shophouse, nhà phố thương mại tại East Center",94.5,24.0,Sổ đỏ/ Sổ hồng,5,5,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngo-xuan-quang-thi-tran-trau-quy-prj-east-center/ban-song-hong-94-5m2-ap-goc-trung-tam-gia-lam-kinh-doanh-vang-tien-ich-dinh-pr43347979
18/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes Ocean Park Gia Lâm",70.8,22.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngoc-trai-6-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/22-ty-6-mat-52m-kinh-doanh-sam-uat-cho-thue-35tr-thang-lam-pr44058956
30/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes Ocean Park Gia Lâm",61.0,7.5,Sổ đỏ/ Sổ hồng,1,1,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngoc-trai-6-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-tot-tai-7-5-ty-61m2-dang-cho-thue-15tr-thang-pr44414303
26/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes Ocean Park Gia Lâm",70.0,18.9,Sổ đỏ/ Sổ hồng,5,4,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-ngoc-trai-6-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/cc-ban-6-dt-70m2-huong-tb-view-vuon-hoa-full-noi-that-18-9ty-lh-pr44072271
29/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị Đại Kim",75.0,15.9,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-canh-di-phuong-dai-kim-prj-khu-do-thi-dai-kim/-khoi-de-2-tang-quan-hoang-gia-nhinh-15-ty-pr44401434
27/10/2025,"Shophouse, nhà phố thương mại tại CT4 Vimeco II",200.0,0.09,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-chanh-phuong-trung-hoa-4-prj-ct4-vimeco-ii/ban-san-tang-1-truc-tiep-chu-dau-tu-gia-cuc-uu-dai-hotline-0985-242709-pr9923725
25/10/2025,"Shophouse, nhà phố thương mại tại A10-A14 Nam Trung Yên",105.0,55.0,Sổ đỏ,4,4,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-chanh-phuong-yen-hoa-2-prj-a10-a14-nam-trung-yen/ban-mat-kd-vo-dich-96m2-x-4-tang-chi-54-ty-pr43077741
24/10/2025,"Shophouse, nhà phố thương mại tại Jade Square",200.0,0.28,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-dinh-tu-phuong-xuan-dinh-prj-jade-square/ban-can-huong-nam-dien-tich-200m-can-hoa-hau-gia-re-chi-285tr-m2-pr43961263
28/10/2025,"Shophouse, nhà phố thương mại tại VP5 Linh Đàm",48.0,1.85,Sổ hồng,6,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-duy-trinh-phuong-hoang-liet-prj-vp5-linh-dam/ban-kiot-mat-so-4-n5-tang-1-ban-dao-vi-tri-sam-uat-1-85-ty-pr44398216
22/10/2025,"Shophouse, nhà phố thương mại tại Khai Sơn City",90.2,24.6,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-gia-bong-phuong-ngoc-thuy-prj-khai-son-city/ban-gap-dt-90-2m-mt-6-m-mot-day-ra-ho-22ha-24-8-ty-co-tl-nhe-pr43828648
29/10/2025,"Shophouse, nhà phố thương mại tại Imperia Garden",55.4,5.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-imperia-garden/chan-de-dong-tien-sieu-tot-pr43706678
22/10/2025,"Shophouse, nhà phố thương mại tại Central Metropolitan",76.5,21.3,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-mau-tai-thi-tran-trau-quy-prj-central-metropolitan/-dinh-cu-gia-dau-tu-dt-71-4m2-gia-12-3-ti-lh-0855019006-pr36981257
28/10/2025,"Shophouse, nhà phố thương mại tại Central Metropolitan",76.0,21.3,Sổ đỏ/ Sổ hồng,6,6,Không nội thất,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-mau-tai-thi-tran-trau-quy-prj-central-metropolitan/ban-gap-can-2-mat-tien-truoc-sau-view-cong-vien-dt-81m2-mt-5mx4-5t-20m-gia-lam-gia-23-ty-pr42876095
23/10/2025,"Shophouse, nhà phố thương mại tại Central Metropolitan",83.0,13.5,Hợp đồng mua bán,5,3,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-mau-tai-thi-tran-trau-quy-prj-central-metropolitan/can-ban-can-trung-tam-gia-lam-pr40499042
26/10/2025,"Shophouse, nhà phố thương mại tại Royal City",60.0,6.0,Sổ đỏ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/san-vi-tri-sieu-dep-gia-giam-sau-pr44378486
29/10/2025,"Shophouse, nhà phố thương mại tại Imperia Garden",56.0,5.7,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-imperia-garden/ban-chan-de-56m2-toa-xuan-pr42720501
23/10/2025,"Shophouse, nhà phố thương mại tại Hoàng Thành Pearl",98.0,0.43,Không rõ,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-giap-phuong-cau-dien-prj-hoang-thanh-pearl/quy-can-chuyen-nhuong-ngoai-giao-nam-tu-liem-t03-2025-pr42923593
28/10/2025,"Shophouse, nhà phố thương mại tại KĐT Tây Hồ Tây - Starlake Hà Nội",160.0,68.0,Sổ đỏ/ Sổ hồng,6,4,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-huyen-phuong-xuan-la-prj-kdt-tay-ho-tay-starlake-ha-noi/chinh-chu-can-ban-biet-thu-dien-tich-152m-gia-45ty-0382276666-pr36438822
24/10/2025,"Shophouse, nhà phố thương mại tại Khu đô thị mới Sơn Đồng",92.0,27.0,Sổ đỏ/ Sổ hồng,6,6,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-viet-thu-xa-son-dong-3-prj-khu-do-thi-moi-son-dong/cc-ban-mat-nga-3-trinh-van-bo-keo-dai-thong-thang-den-vanh-dai-4-pr44366004
23/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,27.0,Sổ đỏ,4,6,Khác,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/-2-mat-tien-doi-dien-vuon-hoa-kinh-doanh-dau-tu-sieu-loi-nhuan-pr43092495
29/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,24.5,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/ban-dang-cho-thue-kinh-doanh-tai-xien-pr40187548
16/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,32.0,Sổ đỏ/ Sổ hồng,6,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/ban-mat-di-bo-dt-75m2-gia-32-ty-pr43763887
28/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",125.0,50.0,Không rõ,4,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/can-ban-gap-can-75m2-canh-di-bo-gia-19-3-ty-pr38479142
20/10/2025,"Shophouse, nhà phố thương mại tại The Manor Central Park",75.0,24.0,Sổ đỏ/ Sổ hồng,5,5,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-phuong-dai-kim-prj-the-manor-central-park/toi-can-ban-can-75m2-mat-cong-vien-trung-tam-co-thang-may-pr42202157
30/10/2025,"Shophouse, nhà phố thương mại tại Rue De Charme",130.0,50.0,Đang chờ sổ,3,5,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-xa-tan-trieu-prj-rue-de-charme/-lien-ke-lo-goc-3-thoang-6tang-mat-tien-8m-50ty-via-he-rong-kinh-doanh-dinh-pr44411985
25/10/2025,"Shophouse, nhà phố thương mại tại Rue De Charme",124.0,0.42,Đang chờ sổ,2,5,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-xa-tan-trieu-prj-rue-de-charme/ban-can-lien-ke-lo-goc-3-thoang-168-thanh-tri-s-124m2-gia-chao-52-ty-pr44371514
23/10/2025,"Shophouse, nhà phố thương mại tại Rue De Charme",124.0,37.0,Sổ đỏ/ Sổ hồng,6,6,Không rõ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-xien-xa-tan-trieu-prj-rue-de-charme/quy-can-dep-nhat-du-an-ngoai-giao-duoc-chiet-khau-3-dien-tich-117-m2-xay-6-tang-mat-30-m2-pr42209636
23/10/2025,"Shophouse, nhà phố thương mại tại Vinhomes West Point",48.0,4.5,Sổ đỏ/ Sổ hồng,6,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-hung-phuong-me-tri-prj-vinhomes-west-point/ban-can-ho-4-5-ty-48m2-gia-cuc-chat-chinh-chu-nam-tu-liem-ha-noi-pr44256931
15/10/2025,"Shophouse, nhà phố thương mại tại FLC Complex 36 Phạm Hùng",85.0,5.85,Sổ đỏ/ Sổ hồng,1,1,Đầy đủ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-hung-phuong-my-dinh-2-prj-flc-complex-36-pham-hung/ban-can-kiot-tang-1-toa-85m2-mat-tien-8m-gia-6-5-ty-kinh-doang-moi-loai-hinh-pr40372083
23/10/2025,"Shophouse, nhà phố thương mại tại An Bình City",123.6,0.09,Sổ đỏ/ Sổ hồng,6,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-van-dong-phuong-co-nhue-1-prj-an-binh-city/b-ch-de-chung-cu-gia-7-2-ty-so-lau-dai-tien-thue-28tr-pr39425014
23/10/2025,"Shophouse, nhà phố thương mại tại Thành phố Giao Lưu",143.0,11.2,Sổ đỏ/ Sổ hồng,6,6,Cơ bản,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-pham-van-dong-phuong-co-nhue-1-prj-thanh-pho-giao-luu/ban-chan-de-an-binh-city-so-lau-dai-view-quang-truong-tt-pr43187279
